title,line number,line,itemized,itemized_no_punc,annotated,annotated_no_punc
Sonnet CXLVI,8,"Then soul, live thou upon thy servant's loss,","('then', 'soul', ',', 'live', 'thou', 'upon', 'thy', ""servant's"", 'loss', ',')","('then', 'soul', '', 'live', 'thou', 'upon', 'thy', ""servant's"", 'loss', '')","(('then', 1), ('soul', 1), (',', 0), ('live', 1), ('thou', 1), ('upon', 2), ('thy', 1), (""servant's"", None), ('loss', 1), (',', 0))","(('then', 1), ('soul', 1), ('', None), ('live', 1), ('thou', 1), ('upon', 2), ('thy', 1), (""servant's"", None), ('loss', 1), ('', None))"
Sonnet CXLVI,9,And let that pine to aggravate thy store;,"('and', 'let', 'that', 'pine', 'to', 'aggravate', 'thy', 'store', ';')","('and', 'let', 'that', 'pine', 'to', 'aggravate', 'thy', 'store;')","(('and', 1), ('let', 1), ('that', 1), ('pine', 1), ('to', 1), ('aggravate', 3), ('thy', 1), ('store', 1), (';', 0))","(('and', 1), ('let', 1), ('that', 1), ('pine', 1), ('to', 1), ('aggravate', 3), ('thy', 1), ('store;', None))"
Sonnet CXLVI,10,Buy terms divine in selling hours of dross;,"('buy', 'terms', 'divine', 'in', 'selling', 'hours', 'of', 'dross', ';')","('buy', 'terms', 'divine', 'in', 'selling', 'hours', 'of', 'dross;')","(('buy', 1), ('terms', 1), ('divine', 2), ('in', 1), ('selling', 2), ('hours', 2), ('of', 1), ('dross', 1), (';', 0))","(('buy', 1), ('terms', 1), ('divine', 2), ('in', 1), ('selling', 2), ('hours', 2), ('of', 1), ('dross;', None))"
Sonnet CXLVI,11,"Within be fed, without be rich no more:","('within', 'be', 'fed', ',', 'without', 'be', 'rich', 'no', 'more', ':')","('within', 'be', 'fed', '', 'without', 'be', 'rich', 'no', 'more', '')","(('within', 2), ('be', 1), ('fed', 1), (',', 0), ('without', 2), ('be', 1), ('rich', 1), ('no', 1), ('more', 1), (':', None))","(('within', 2), ('be', 1), ('fed', 1), ('', None), ('without', 2), ('be', 1), ('rich', 1), ('no', 1), ('more', 1), ('', None))"
Sonnet CXLVI,12,"  So shalt thou feed on Death, that feeds on men,","('so', 'shalt', 'thou', 'feed', 'on', 'death', ',', 'that', 'feeds', 'on', 'men', ',')","('', '', 'so', 'shalt', 'thou', 'feed', 'on', 'death', '', 'that', 'feeds', 'on', 'men', '')","(('so', 1), ('shalt', 1), ('thou', 1), ('feed', 1), ('on', 1), ('death', 1), (',', 0), ('that', 1), ('feeds', 1), ('on', 1), ('men', 1), (',', 0))","(('', None), ('', None), ('so', 1), ('shalt', 1), ('thou', 1), ('feed', 1), ('on', 1), ('death', 1), ('', None), ('that', 1), ('feeds', 1), ('on', 1), ('men', 1), ('', None))"
Sonnet CXLVI,13,"  And Death once dead, there's no more dying then.","('and', 'death', 'once', 'dead', ',', ""there's"", 'no', 'more', 'dying', 'then', '.')","('', '', 'and', 'death', 'once', 'dead', '', ""there's"", 'no', 'more', 'dying', 'then', '')","(('and', 1), ('death', 1), ('once', 1), ('dead', 1), (',', 0), (""there's"", 1), ('no', 1), ('more', 1), ('dying', 2), ('then', 1), ('.', 0))","(('', None), ('', None), ('and', 1), ('death', 1), ('once', 1), ('dead', 1), ('', None), (""there's"", 1), ('no', 1), ('more', 1), ('dying', 2), ('then', 1), ('', None))"
Sonnet CXLVII,0,"My love is as a fever, longing still","('my', 'love', 'is', 'as', 'a', 'fever', ',', 'longing', 'still')","('my', 'love', 'is', 'as', 'a', 'fever', '', 'longing', 'still')","(('my', 1), ('love', 1), ('is', 1), ('as', 1), ('a', 1), ('fever', 2), (',', 0), ('longing', 2), ('still', 1))","(('my', 1), ('love', 1), ('is', 1), ('as', 1), ('a', 1), ('fever', 2), ('', None), ('longing', 2), ('still', 1))"
Sonnet CXLVII,1,"For that which longer nurseth the disease,","('for', 'that', 'which', 'longer', 'nurseth', 'the', 'disease', ',')","('for', 'that', 'which', 'longer', 'nurseth', 'the', 'disease', '')","(('for', 1), ('that', 1), ('which', 1), ('longer', 2), ('nurseth', None), ('the', 1), ('disease', 2), (',', 0))","(('for', 1), ('that', 1), ('which', 1), ('longer', 2), ('nurseth', None), ('the', 1), ('disease', 2), ('', None))"
Sonnet CXLVII,2,"Feeding on that which doth preserve the ill,","('feeding', 'on', 'that', 'which', 'doth', 'preserve', 'the', 'ill', ',')","('feeding', 'on', 'that', 'which', 'doth', 'preserve', 'the', 'ill', '')","(('feeding', 2), ('on', 1), ('that', 1), ('which', 1), ('doth', 1), ('preserve', 2), ('the', 1), ('ill', 1), (',', 0))","(('feeding', 2), ('on', 1), ('that', 1), ('which', 1), ('doth', 1), ('preserve', 2), ('the', 1), ('ill', 1), ('', None))"
Sonnet CXLVII,3,The uncertain sickly appetite to please.,"('the', 'uncertain', 'sickly', 'appetite', 'to', 'please', '.')","('the', 'uncertain', 'sickly', 'appetite', 'to', 'please', '')","(('the', 1), ('uncertain', 3), ('sickly', 2), ('appetite', 3), ('to', 1), ('please', 1), ('.', 0))","(('the', 1), ('uncertain', 3), ('sickly', 2), ('appetite', 3), ('to', 1), ('please', 1), ('', None))"
Sonnet CXLVII,4,"My reason, the physician to my love,","('my', 'reason', ',', 'the', 'physician', 'to', 'my', 'love', ',')","('my', 'reason', '', 'the', 'physician', 'to', 'my', 'love', '')","(('my', 1), ('reason', 2), (',', 0), ('the', 1), ('physician', 3), ('to', 1), ('my', 1), ('love', 1), (',', 0))","(('my', 1), ('reason', 2), ('', None), ('the', 1), ('physician', 3), ('to', 1), ('my', 1), ('love', 1), ('', None))"
Sonnet CXLVII,5,"Angry that his prescriptions are not kept,","('angry', 'that', 'his', 'prescriptions', 'are', 'not', 'kept', ',')","('angry', 'that', 'his', 'prescriptions', 'are', 'not', 'kept', '')","(('angry', 2), ('that', 1), ('his', 1), ('prescriptions', 3), ('are', 1), ('not', 1), ('kept', 1), (',', 0))","(('angry', 2), ('that', 1), ('his', 1), ('prescriptions', 3), ('are', 1), ('not', 1), ('kept', 1), ('', None))"
Sonnet CXLVII,6,"Hath left me, and I desperate now approve","('hath', 'left', 'me', ',', 'and', 'i', 'desperate', 'now', 'approve')","('hath', 'left', 'me', '', 'and', 'i', 'desperate', 'now', 'approve')","(('hath', 1), ('left', 1), ('me', 1), (',', 0), ('and', 1), ('i', 1), ('desperate', 2), ('now', 1), ('approve', 2))","(('hath', 1), ('left', 1), ('me', 1), ('', None), ('and', 1), ('i', 1), ('desperate', 2), ('now', 1), ('approve', 2))"
Sonnet CXLVII,7,"Desire is death, which physic did except.","('desire', 'is', 'death', ',', 'which', 'physic', 'did', 'except', '.')","('desire', 'is', 'death', '', 'which', 'physic', 'did', 'except', '')","(('desire', 3), ('is', 1), ('death', 1), (',', 0), ('which', 1), ('physic', None), ('did', 1), ('except', 2), ('.', 0))","(('desire', 3), ('is', 1), ('death', 1), ('', None), ('which', 1), ('physic', None), ('did', 1), ('except', 2), ('', None))"
Sonnet CXLVII,8,"Past cure I am, now reason is past care,","('past', 'cure', 'i', 'am', ',', 'now', 'reason', 'is', 'past', 'care', ',')","('past', 'cure', 'i', 'am', '', 'now', 'reason', 'is', 'past', 'care', '')","(('past', 1), ('cure', 1), ('i', 1), ('am', 1), (',', 0), ('now', 1), ('reason', 2), ('is', 1), ('past', 1), ('care', 1), (',', 0))","(('past', 1), ('cure', 1), ('i', 1), ('am', 1), ('', None), ('now', 1), ('reason', 2), ('is', 1), ('past', 1), ('care', 1), ('', None))"
Sonnet CXLVII,9,And frantic-mad with evermore unrest;,"('and', 'frantic', '-', 'mad', 'with', 'evermore', 'unrest', ';')","('and', 'frantic', 'mad', 'with', 'evermore', 'unrest;')","(('and', 1), ('frantic', 2), ('-', 0), ('mad', 1), ('with', 1), ('evermore', 3), ('unrest', 2), (';', 0))","(('and', 1), ('frantic', 2), ('mad', 1), ('with', 1), ('evermore', 3), ('unrest;', None))"
Sonnet CXLVII,10,"My thoughts and my discourse as madmen's are,","('my', 'thoughts', 'and', 'my', 'discourse', 'as', ""madmen's"", 'are', ',')","('my', 'thoughts', 'and', 'my', 'discourse', 'as', ""madmen's"", 'are', '')","(('my', 1), ('thoughts', 1), ('and', 1), ('my', 1), ('discourse', 2), ('as', 1), (""madmen's"", None), ('are', 1), (',', 0))","(('my', 1), ('thoughts', 1), ('and', 1), ('my', 1), ('discourse', 2), ('as', 1), (""madmen's"", None), ('are', 1), ('', None))"
Sonnet CXLVII,11,At random from the truth vainly express'd;,"('at', 'random', 'from', 'the', 'truth', 'vainly', ""express'd"", ';')","('at', 'random', 'from', 'the', 'truth', 'vainly', ""express'd;"")","(('at', 1), ('random', 2), ('from', 1), ('the', 1), ('truth', 1), ('vainly', 2), (""express'd"", None), (';', 0))","(('at', 1), ('random', 2), ('from', 1), ('the', 1), ('truth', 1), ('vainly', 2), (""express'd;"", None))"
Sonnet CXLVII,12,"  For I have sworn thee fair and thought thee bright,","('for', 'i', 'have', 'sworn', 'thee', 'fair', 'and', 'thought', 'thee', 'bright', ',')","('', '', 'for', 'i', 'have', 'sworn', 'thee', 'fair', 'and', 'thought', 'thee', 'bright', '')","(('for', 1), ('i', 1), ('have', 1), ('sworn', 1), ('thee', 1), ('fair', 1), ('and', 1), ('thought', 1), ('thee', 1), ('bright', 1), (',', 0))","(('', None), ('', None), ('for', 1), ('i', 1), ('have', 1), ('sworn', 1), ('thee', 1), ('fair', 1), ('and', 1), ('thought', 1), ('thee', 1), ('bright', 1), ('', None))"
Sonnet CXLVII,13,"  Who art as black as hell, as dark as night.","('who', 'art', 'as', 'black', 'as', 'hell', ',', 'as', 'dark', 'as', 'night', '.')","('', '', 'who', 'art', 'as', 'black', 'as', 'hell', '', 'as', 'dark', 'as', 'night', '')","(('who', 1), ('art', 1), ('as', 1), ('black', 1), ('as', 1), ('hell', 1), (',', 0), ('as', 1), ('dark', 1), ('as', 1), ('night', 1), ('.', 0))","(('', None), ('', None), ('who', 1), ('art', 1), ('as', 1), ('black', 1), ('as', 1), ('hell', 1), ('', None), ('as', 1), ('dark', 1), ('as', 1), ('night', 1), ('', None))"
Sonnet CXLVIII,0,"O me, what eyes hath Love put in my head,","('o', 'me', ',', 'what', 'eyes', 'hath', 'love', 'put', 'in', 'my', 'head', ',')","('o', 'me', '', 'what', 'eyes', 'hath', 'love', 'put', 'in', 'my', 'head', '')","(('o', 1), ('me', 1), (',', 0), ('what', 1), ('eyes', 1), ('hath', 1), ('love', 1), ('put', 1), ('in', 1), ('my', 1), ('head', 1), (',', 0))","(('o', 1), ('me', 1), ('', None), ('what', 1), ('eyes', 1), ('hath', 1), ('love', 1), ('put', 1), ('in', 1), ('my', 1), ('head', 1), ('', None))"
Sonnet CXLVIII,1,Which have no correspondence with true sight!,"('which', 'have', 'no', 'correspondence', 'with', 'true', 'sight', '!')","('which', 'have', 'no', 'correspondence', 'with', 'true', 'sight!')","(('which', 1), ('have', 1), ('no', 1), ('correspondence', 4), ('with', 1), ('true', 1), ('sight', 1), ('!', 0))","(('which', 1), ('have', 1), ('no', 1), ('correspondence', 4), ('with', 1), ('true', 1), ('sight!', None))"
Sonnet CXLVIII,2,"Or, if they have, where is my judgment fled,","('or', ',', 'if', 'they', 'have', ',', 'where', 'is', 'my', 'judgment', 'fled', ',')","('or', '', 'if', 'they', 'have', '', 'where', 'is', 'my', 'judgment', 'fled', '')","(('or', 1), (',', 0), ('if', 1), ('they', 1), ('have', 1), (',', 0), ('where', 1), ('is', 1), ('my', 1), ('judgment', 2), ('fled', 1), (',', 0))","(('or', 1), ('', None), ('if', 1), ('they', 1), ('have', 1), ('', None), ('where', 1), ('is', 1), ('my', 1), ('judgment', 2), ('fled', 1), ('', None))"
Sonnet CXLVIII,3,That censures falsely what they see aright?,"('that', 'censures', 'falsely', 'what', 'they', 'see', 'aright', '?')","('that', 'censures', 'falsely', 'what', 'they', 'see', 'aright?')","(('that', 1), ('censures', None), ('falsely', 2), ('what', 1), ('they', 1), ('see', 1), ('aright', None), ('?', None))","(('that', 1), ('censures', None), ('falsely', 2), ('what', 1), ('they', 1), ('see', 1), ('aright?', None))"
Sonnet CXLVIII,4,"If that be fair whereon my false eyes dote,","('if', 'that', 'be', 'fair', 'whereon', 'my', 'false', 'eyes', 'dote', ',')","('if', 'that', 'be', 'fair', 'whereon', 'my', 'false', 'eyes', 'dote', '')","(('if', 1), ('that', 1), ('be', 1), ('fair', 1), ('whereon', None), ('my', 1), ('false', 1), ('eyes', 1), ('dote', 1), (',', 0))","(('if', 1), ('that', 1), ('be', 1), ('fair', 1), ('whereon', None), ('my', 1), ('false', 1), ('eyes', 1), ('dote', 1), ('', None))"
Sonnet CXLVIII,5,What means the world to say it is not so?,"('what', 'means', 'the', 'world', 'to', 'say', 'it', 'is', 'not', 'so', '?')","('what', 'means', 'the', 'world', 'to', 'say', 'it', 'is', 'not', 'so?')","(('what', 1), ('means', 1), ('the', 1), ('world', 1), ('to', 1), ('say', 1), ('it', 1), ('is', 1), ('not', 1), ('so', 1), ('?', None))","(('what', 1), ('means', 1), ('the', 1), ('world', 1), ('to', 1), ('say', 1), ('it', 1), ('is', 1), ('not', 1), ('so?', None))"
Sonnet CXLVIII,6,"If it be not, then love doth well denote","('if', 'it', 'be', 'not', ',', 'then', 'love', 'doth', 'well', 'denote')","('if', 'it', 'be', 'not', '', 'then', 'love', 'doth', 'well', 'denote')","(('if', 1), ('it', 1), ('be', 1), ('not', 1), (',', 0), ('then', 1), ('love', 1), ('doth', 1), ('well', 1), ('denote', 2))","(('if', 1), ('it', 1), ('be', 1), ('not', 1), ('', None), ('then', 1), ('love', 1), ('doth', 1), ('well', 1), ('denote', 2))"
Sonnet CXLVIII,7,Love's eye is not so true as all men's 'No.',"(""love's"", 'eye', 'is', 'not', 'so', 'true', 'as', 'all', ""men's"", ""'no"", '.', ""'"")","(""love's"", 'eye', 'is', 'not', 'so', 'true', 'as', 'all', ""men's"", ""'no"", ""'"")","((""love's"", 1), ('eye', 1), ('is', 1), ('not', 1), ('so', 1), ('true', 1), ('as', 1), ('all', 1), (""men's"", 1), (""'no"", None), ('.', 0), (""'"", None))","((""love's"", 1), ('eye', 1), ('is', 1), ('not', 1), ('so', 1), ('true', 1), ('as', 1), ('all', 1), (""men's"", 1), (""'no"", None), (""'"", None))"
Sonnet CXLVIII,8,"How can it? O, how can Love's eye be true,","('how', 'can', 'it', '?', 'o', ',', 'how', 'can', ""love's"", 'eye', 'be', 'true', ',')","('how', 'can', 'it?', 'o', '', 'how', 'can', ""love's"", 'eye', 'be', 'true', '')","(('how', 1), ('can', 1), ('it', 1), ('?', None), ('o', 1), (',', 0), ('how', 1), ('can', 1), (""love's"", 1), ('eye', 1), ('be', 1), ('true', 1), (',', 0))","(('how', 1), ('can', 1), ('it?', None), ('o', 1), ('', None), ('how', 1), ('can', 1), (""love's"", 1), ('eye', 1), ('be', 1), ('true', 1), ('', None))"
Sonnet CXLVIII,9,That is so vex'd with watching and with tears?,"('that', 'is', 'so', ""vex'd"", 'with', 'watching', 'and', 'with', 'tears', '?')","('that', 'is', 'so', ""vex'd"", 'with', 'watching', 'and', 'with', 'tears?')","(('that', 1), ('is', 1), ('so', 1), (""vex'd"", None), ('with', 1), ('watching', 2), ('and', 1), ('with', 1), ('tears', 1), ('?', None))","(('that', 1), ('is', 1), ('so', 1), (""vex'd"", None), ('with', 1), ('watching', 2), ('and', 1), ('with', 1), ('tears?', None))"
Sonnet CXLVIII,10,"No marvel then, though I mistake my view;","('no', 'marvel', 'then', ',', 'though', 'i', 'mistake', 'my', 'view', ';')","('no', 'marvel', 'then', '', 'though', 'i', 'mistake', 'my', 'view;')","(('no', 1), ('marvel', 2), ('then', 1), (',', 0), ('though', 1), ('i', 1), ('mistake', 2), ('my', 1), ('view', 1), (';', 0))","(('no', 1), ('marvel', 2), ('then', 1), ('', None), ('though', 1), ('i', 1), ('mistake', 2), ('my', 1), ('view;', None))"
Sonnet CXLVIII,11,The sun itself sees not till heaven clears.,"('the', 'sun', 'itself', 'sees', 'not', 'till', 'heaven', 'clears', '.')","('the', 'sun', 'itself', 'sees', 'not', 'till', 'heaven', 'clears', '')","(('the', 1), ('sun', 1), ('itself', 2), ('sees', 1), ('not', 1), ('till', 1), ('heaven', 2), ('clears', 1), ('.', 0))","(('the', 1), ('sun', 1), ('itself', 2), ('sees', 1), ('not', 1), ('till', 1), ('heaven', 2), ('clears', 1), ('', None))"
Sonnet CXLVIII,12,"  O cunning Love! with tears thou keep'st me blind,","('o', 'cunning', 'love', '!', 'with', 'tears', 'thou', ""keep'st"", 'me', 'blind', ',')","('', '', 'o', 'cunning', 'love!', 'with', 'tears', 'thou', ""keep'st"", 'me', 'blind', '')","(('o', 1), ('cunning', 2), ('love', 1), ('!', 0), ('with', 1), ('tears', 1), ('thou', 1), (""keep'st"", None), ('me', 1), ('blind', 1), (',', 0))","(('', None), ('', None), ('o', 1), ('cunning', 2), ('love!', None), ('with', 1), ('tears', 1), ('thou', 1), (""keep'st"", None), ('me', 1), ('blind', 1), ('', None))"
Sonnet CXLVIII,13,  Lest eyes well-seeing thy foul faults should find.,"('lest', 'eyes', 'well', '-', 'seeing', 'thy', 'foul', 'faults', 'should', 'find', '.')","('', '', 'lest', 'eyes', 'well', 'seeing', 'thy', 'foul', 'faults', 'should', 'find', '')","(('lest', 1), ('eyes', 1), ('well', 1), ('-', 0), ('seeing', 2), ('thy', 1), ('foul', 1), ('faults', 1), ('should', 1), ('find', 1), ('.', 0))","(('', None), ('', None), ('lest', 1), ('eyes', 1), ('well', 1), ('seeing', 2), ('thy', 1), ('foul', 1), ('faults', 1), ('should', 1), ('find', 1), ('', None))"
Sonnet CXLIX,0,"Canst thou, O cruel! say I love thee not,","('canst', 'thou', ',', 'o', 'cruel', '!', 'say', 'i', 'love', 'thee', 'not', ',')","('canst', 'thou', '', 'o', 'cruel!', 'say', 'i', 'love', 'thee', 'not', '')","(('canst', None), ('thou', 1), (',', 0), ('o', 1), ('cruel', 2), ('!', 0), ('say', 1), ('i', 1), ('love', 1), ('thee', 1), ('not', 1), (',', 0))","(('canst', None), ('thou', 1), ('', None), ('o', 1), ('cruel!', None), ('say', 1), ('i', 1), ('love', 1), ('thee', 1), ('not', 1), ('', None))"
Sonnet CXLIX,1,When I against myself with thee partake?,"('when', 'i', 'against', 'myself', 'with', 'thee', 'partake', '?')","('when', 'i', 'against', 'myself', 'with', 'thee', 'partake?')","(('when', 1), ('i', 1), ('against', 2), ('myself', 2), ('with', 1), ('thee', 1), ('partake', 2), ('?', None))","(('when', 1), ('i', 1), ('against', 2), ('myself', 2), ('with', 1), ('thee', 1), ('partake?', None))"
Sonnet CXLIX,2,"Do I not think on thee, when I forgot","('do', 'i', 'not', 'think', 'on', 'thee', ',', 'when', 'i', 'forgot')","('do', 'i', 'not', 'think', 'on', 'thee', '', 'when', 'i', 'forgot')","(('do', 1), ('i', 1), ('not', 1), ('think', 1), ('on', 1), ('thee', 1), (',', 0), ('when', 1), ('i', 1), ('forgot', 2))","(('do', 1), ('i', 1), ('not', 1), ('think', 1), ('on', 1), ('thee', 1), ('', None), ('when', 1), ('i', 1), ('forgot', 2))"
Sonnet CXLIX,3,"Am of myself, all tyrant, for thy sake?","('am', 'of', 'myself', ',', 'all', 'tyrant', ',', 'for', 'thy', 'sake', '?')","('am', 'of', 'myself', '', 'all', 'tyrant', '', 'for', 'thy', 'sake?')","(('am', 1), ('of', 1), ('myself', 2), (',', 0), ('all', 1), ('tyrant', 2), (',', 0), ('for', 1), ('thy', 1), ('sake', 1), ('?', None))","(('am', 1), ('of', 1), ('myself', 2), ('', None), ('all', 1), ('tyrant', 2), ('', None), ('for', 1), ('thy', 1), ('sake?', None))"
Sonnet CXLIX,4,Who hateth thee that I do call my friend?,"('who', 'hateth', 'thee', 'that', 'i', 'do', 'call', 'my', 'friend', '?')","('who', 'hateth', 'thee', 'that', 'i', 'do', 'call', 'my', 'friend?')","(('who', 1), ('hateth', None), ('thee', 1), ('that', 1), ('i', 1), ('do', 1), ('call', 1), ('my', 1), ('friend', 1), ('?', None))","(('who', 1), ('hateth', None), ('thee', 1), ('that', 1), ('i', 1), ('do', 1), ('call', 1), ('my', 1), ('friend?', None))"
Sonnet CXLIX,5,On whom frown'st thou that I do fawn upon?,"('on', 'whom', ""frown'st"", 'thou', 'that', 'i', 'do', 'fawn', 'upon', '?')","('on', 'whom', ""frown'st"", 'thou', 'that', 'i', 'do', 'fawn', 'upon?')","(('on', 1), ('whom', 1), (""frown'st"", None), ('thou', 1), ('that', 1), ('i', 1), ('do', 1), ('fawn', 1), ('upon', 2), ('?', None))","(('on', 1), ('whom', 1), (""frown'st"", None), ('thou', 1), ('that', 1), ('i', 1), ('do', 1), ('fawn', 1), ('upon?', None))"
Sonnet CXLIX,6,"Nay, if thou lour'st on me, do I not spend","('nay', ',', 'if', 'thou', ""lour'st"", 'on', 'me', ',', 'do', 'i', 'not', 'spend')","('nay', '', 'if', 'thou', ""lour'st"", 'on', 'me', '', 'do', 'i', 'not', 'spend')","(('nay', 1), (',', 0), ('if', 1), ('thou', 1), (""lour'st"", None), ('on', 1), ('me', 1), (',', 0), ('do', 1), ('i', 1), ('not', 1), ('spend', 1))","(('nay', 1), ('', None), ('if', 1), ('thou', 1), (""lour'st"", None), ('on', 1), ('me', 1), ('', None), ('do', 1), ('i', 1), ('not', 1), ('spend', 1))"
Sonnet CXLIX,7,Revenge upon myself with present moan?,"('revenge', 'upon', 'myself', 'with', 'present', 'moan', '?')","('revenge', 'upon', 'myself', 'with', 'present', 'moan?')","(('revenge', 2), ('upon', 2), ('myself', 2), ('with', 1), ('present', 2), ('moan', 1), ('?', None))","(('revenge', 2), ('upon', 2), ('myself', 2), ('with', 1), ('present', 2), ('moan?', None))"
