previous_word,one_word,one_word_next,two_word,two_word_next,three_gram,three_word_next
"('seeing', 2)","('this', 1)","(',', 0)","(('this', ','), None)","('say', 1)","(('this', ',', 'say'), None)","('this', 1)"
"('this', 1)","(',', 0)","('say', 1)","((',', 'say'), None)","('this', 1)","((',', 'say', 'this'), None)","('is', 1)"
"(',', 0)","('say', 1)","('this', 1)","(('say', 'this'), None)","('is', 1)","(('say', 'this', 'is'), None)","('not', 1)"
"('say', 1)","('this', 1)","('is', 1)","(('this', 'is'), None)","('not', 1)","(('this', 'is', 'not'), None)","(',', 0)"
"('this', 1)","('is', 1)","('not', 1)","(('is', 'not'), None)","(',', 0)","(('is', 'not', ','), None)","('\n', 0)"
"('is', 1)","('not', 1)","(',', 0)","(('not', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('not', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('to', 1)","('put', 1)","(('to', 'put'), None)","('fair', 1)","(('to', 'put', 'fair'), None)","('truth', 1)"
"('to', 1)","('put', 1)","('fair', 1)","(('put', 'fair'), None)","('truth', 1)","(('put', 'fair', 'truth'), None)","('upon', 2)"
"('put', 1)","('fair', 1)","('truth', 1)","(('fair', 'truth'), None)","('upon', 2)","(('fair', 'truth', 'upon'), None)","('so', 1)"
"('fair', 1)","('truth', 1)","('upon', 2)","(('truth', 'upon'), None)","('so', 1)","(('truth', 'upon', 'so'), None)","('foul', 1)"
"('truth', 1)","('upon', 2)","('so', 1)","(('upon', 'so'), None)","('foul', 1)","(('upon', 'so', 'foul'), None)","('a', 1)"
"('upon', 2)","('so', 1)","('foul', 1)","(('so', 'foul'), None)","('a', 1)","(('so', 'foul', 'a'), None)","('face', 1)"
"('so', 1)","('foul', 1)","('a', 1)","(('foul', 'a'), None)","('face', 1)","(('foul', 'a', 'face'), None)","('?', None)"
"('foul', 1)","('a', 1)","('face', 1)","(('a', 'face'), None)","('?', None)","(('a', 'face', '?'), None)","('\n', 0)"
"('a', 1)","('face', 1)","('?', None)","(('face', '?'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('face', 1)","('?', None)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('in', 1)","('things', 1)","(('in', 'things'), None)","('right', 1)","(('in', 'things', 'right'), None)","('true', 1)"
"('in', 1)","('things', 1)","('right', 1)","(('things', 'right'), None)","('true', 1)","(('things', 'right', 'true'), None)","('my', 1)"
"('things', 1)","('right', 1)","('true', 1)","(('right', 'true'), None)","('my', 1)","(('right', 'true', 'my'), None)","('heart', 1)"
"('right', 1)","('true', 1)","('my', 1)","(('true', 'my'), None)","('heart', 1)","(('true', 'my', 'heart'), None)","('and', 1)"
"('true', 1)","('my', 1)","('heart', 1)","(('my', 'heart'), None)","('and', 1)","(('my', 'heart', 'and'), None)","('eyes', 1)"
"('my', 1)","('heart', 1)","('and', 1)","(('heart', 'and'), None)","('eyes', 1)","(('heart', 'and', 'eyes'), None)","('have', 1)"
"('heart', 1)","('and', 1)","('eyes', 1)","(('and', 'eyes'), None)","('have', 1)","(('and', 'eyes', 'have'), None)","('erred', 1)"
"('and', 1)","('eyes', 1)","('have', 1)","(('eyes', 'have'), None)","('erred', 1)","(('eyes', 'have', 'erred'), None)","(',', 0)"
"('eyes', 1)","('have', 1)","('erred', 1)","(('have', 'erred'), None)","(',', 0)","(('have', 'erred', ','), None)","('\n', 0)"
"('have', 1)","('erred', 1)","(',', 0)","(('erred', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('erred', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('and', 1)","('to', 1)","(('and', 'to'), None)","('this', 1)","(('and', 'to', 'this'), None)","('false', 1)"
"('and', 1)","('to', 1)","('this', 1)","(('to', 'this'), None)","('false', 1)","(('to', 'this', 'false'), None)","('plague', 1)"
"('to', 1)","('this', 1)","('false', 1)","(('this', 'false'), None)","('plague', 1)","(('this', 'false', 'plague'), None)","('are', 1)"
"('this', 1)","('false', 1)","('plague', 1)","(('false', 'plague'), None)","('are', 1)","(('false', 'plague', 'are'), None)","('they', 1)"
"('false', 1)","('plague', 1)","('are', 1)","(('plague', 'are'), None)","('they', 1)","(('plague', 'are', 'they'), None)","('now', 1)"
"('plague', 1)","('are', 1)","('they', 1)","(('are', 'they'), None)","('now', 1)","(('are', 'they', 'now'), None)","(""transferr'd"", None)"
"('are', 1)","('they', 1)","('now', 1)","(('they', 'now'), None)","(""transferr'd"", None)","(('they', 'now', ""transferr'd""), None)","('.', 0)"
"('they', 1)","('now', 1)","(""transferr'd"", None)","(('now', ""transferr'd""), None)","('.', 0)","(('now', ""transferr'd"", '.'), None)","('\n', 0)"
"('now', 1)","(""transferr'd"", None)","('.', 0)","((""transferr'd"", '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"(""transferr'd"", None)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('when', 1)","('my', 1)","(('when', 'my'), None)","('love', 1)","(('when', 'my', 'love'), None)","('swears', 1)"
"('when', 1)","('my', 1)","('love', 1)","(('my', 'love'), None)","('swears', 1)","(('my', 'love', 'swears'), None)","('that', 1)"
"('my', 1)","('love', 1)","('swears', 1)","(('love', 'swears'), None)","('that', 1)","(('love', 'swears', 'that'), None)","('she', 1)"
"('love', 1)","('swears', 1)","('that', 1)","(('swears', 'that'), None)","('she', 1)","(('swears', 'that', 'she'), None)","('is', 1)"
"('swears', 1)","('that', 1)","('she', 1)","(('that', 'she'), None)","('is', 1)","(('that', 'she', 'is'), None)","('made', 1)"
"('that', 1)","('she', 1)","('is', 1)","(('she', 'is'), None)","('made', 1)","(('she', 'is', 'made'), None)","('of', 1)"
"('she', 1)","('is', 1)","('made', 1)","(('is', 'made'), None)","('of', 1)","(('is', 'made', 'of'), None)","('truth', 1)"
"('is', 1)","('made', 1)","('of', 1)","(('made', 'of'), None)","('truth', 1)","(('made', 'of', 'truth'), None)","('\n', 0)"
"('made', 1)","('of', 1)","('truth', 1)","(('of', 'truth'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('of', 1)","('truth', 1)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('i', 1)","('do', 1)","(('i', 'do'), None)","('believe', 2)","(('i', 'do', 'believe'), None)","('her', 1)"
"('i', 1)","('do', 1)","('believe', 2)","(('do', 'believe'), None)","('her', 1)","(('do', 'believe', 'her'), None)","(',', 0)"
"('do', 1)","('believe', 2)","('her', 1)","(('believe', 'her'), None)","(',', 0)","(('believe', 'her', ','), None)","('though', 1)"
"('believe', 2)","('her', 1)","(',', 0)","(('her', ','), None)","('though', 1)","(('her', ',', 'though'), None)","('i', 1)"
"('her', 1)","(',', 0)","('though', 1)","((',', 'though'), None)","('i', 1)","((',', 'though', 'i'), None)","('know', 1)"
"(',', 0)","('though', 1)","('i', 1)","(('though', 'i'), None)","('know', 1)","(('though', 'i', 'know'), None)","('she', 1)"
"('though', 1)","('i', 1)","('know', 1)","(('i', 'know'), None)","('she', 1)","(('i', 'know', 'she'), None)","('lies', 1)"
"('i', 1)","('know', 1)","('she', 1)","(('know', 'she'), None)","('lies', 1)","(('know', 'she', 'lies'), None)","(',', 0)"
"('know', 1)","('she', 1)","('lies', 1)","(('she', 'lies'), None)","(',', 0)","(('she', 'lies', ','), None)","('\n', 0)"
"('she', 1)","('lies', 1)","(',', 0)","(('lies', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('lies', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('that', 1)","('she', 1)","(('that', 'she'), None)","('might', 1)","(('that', 'she', 'might'), None)","('think', 1)"
"('that', 1)","('she', 1)","('might', 1)","(('she', 'might'), None)","('think', 1)","(('she', 'might', 'think'), None)","('me', 1)"
"('she', 1)","('might', 1)","('think', 1)","(('might', 'think'), None)","('me', 1)","(('might', 'think', 'me'), None)","('some', 1)"
"('might', 1)","('think', 1)","('me', 1)","(('think', 'me'), None)","('some', 1)","(('think', 'me', 'some'), None)","(""untutor'd"", None)"
"('think', 1)","('me', 1)","('some', 1)","(('me', 'some'), None)","(""untutor'd"", None)","(('me', 'some', ""untutor'd""), None)","('youth', 1)"
"('me', 1)","('some', 1)","(""untutor'd"", None)","(('some', ""untutor'd""), None)","('youth', 1)","(('some', ""untutor'd"", 'youth'), None)","(',', 0)"
"('some', 1)","(""untutor'd"", None)","('youth', 1)","((""untutor'd"", 'youth'), None)","(',', 0)","((""untutor'd"", 'youth', ','), None)","('\n', 0)"
"(""untutor'd"", None)","('youth', 1)","(',', 0)","(('youth', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('youth', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('unlearned', None)","('in', 1)","(('unlearned', 'in'), None)","('the', 1)","(('unlearned', 'in', 'the'), None)","(""world's"", 1)"
"('unlearned', None)","('in', 1)","('the', 1)","(('in', 'the'), None)","(""world's"", 1)","(('in', 'the', ""world's""), None)","('false', 1)"
"('in', 1)","('the', 1)","(""world's"", 1)","(('the', ""world's""), None)","('false', 1)","(('the', ""world's"", 'false'), None)","('subtleties', 3)"
"('the', 1)","(""world's"", 1)","('false', 1)","((""world's"", 'false'), None)","('subtleties', 3)","((""world's"", 'false', 'subtleties'), None)","('.', 0)"
"(""world's"", 1)","('false', 1)","('subtleties', 3)","(('false', 'subtleties'), None)","('.', 0)","(('false', 'subtleties', '.'), None)","('\n', 0)"
"('false', 1)","('subtleties', 3)","('.', 0)","(('subtleties', '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('subtleties', 3)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('thus', 1)","('vainly', 2)","(('thus', 'vainly'), None)","('thinking', 2)","(('thus', 'vainly', 'thinking'), None)","('that', 1)"
"('thus', 1)","('vainly', 2)","('thinking', 2)","(('vainly', 'thinking'), None)","('that', 1)","(('vainly', 'thinking', 'that'), None)","('she', 1)"
"('vainly', 2)","('thinking', 2)","('that', 1)","(('thinking', 'that'), None)","('she', 1)","(('thinking', 'that', 'she'), None)","('thinks', 1)"
"('thinking', 2)","('that', 1)","('she', 1)","(('that', 'she'), None)","('thinks', 1)","(('that', 'she', 'thinks'), None)","('me', 1)"
"('that', 1)","('she', 1)","('thinks', 1)","(('she', 'thinks'), None)","('me', 1)","(('she', 'thinks', 'me'), None)","('young', 1)"
"('she', 1)","('thinks', 1)","('me', 1)","(('thinks', 'me'), None)","('young', 1)","(('thinks', 'me', 'young'), None)","(',', 0)"
"('thinks', 1)","('me', 1)","('young', 1)","(('me', 'young'), None)","(',', 0)","(('me', 'young', ','), None)","('\n', 0)"
"('me', 1)","('young', 1)","(',', 0)","(('young', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('young', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('although', 2)","('she', 1)","(('although', 'she'), None)","('knows', 1)","(('although', 'she', 'knows'), None)","('my', 1)"
"('although', 2)","('she', 1)","('knows', 1)","(('she', 'knows'), None)","('my', 1)","(('she', 'knows', 'my'), None)","('days', 1)"
"('she', 1)","('knows', 1)","('my', 1)","(('knows', 'my'), None)","('days', 1)","(('knows', 'my', 'days'), None)","('are', 1)"
"('knows', 1)","('my', 1)","('days', 1)","(('my', 'days'), None)","('are', 1)","(('my', 'days', 'are'), None)","('past', 1)"
"('my', 1)","('days', 1)","('are', 1)","(('days', 'are'), None)","('past', 1)","(('days', 'are', 'past'), None)","('the', 1)"
"('days', 1)","('are', 1)","('past', 1)","(('are', 'past'), None)","('the', 1)","(('are', 'past', 'the'), None)","('best', 1)"
"('are', 1)","('past', 1)","('the', 1)","(('past', 'the'), None)","('best', 1)","(('past', 'the', 'best'), None)","(',', 0)"
"('past', 1)","('the', 1)","('best', 1)","(('the', 'best'), None)","(',', 0)","(('the', 'best', ','), None)","('\n', 0)"
"('the', 1)","('best', 1)","(',', 0)","(('best', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('best', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('simply', 2)","('i', 1)","(('simply', 'i'), None)","('credit', 2)","(('simply', 'i', 'credit'), None)","('her', 1)"
"('simply', 2)","('i', 1)","('credit', 2)","(('i', 'credit'), None)","('her', 1)","(('i', 'credit', 'her'), None)","('false', 1)"
"('i', 1)","('credit', 2)","('her', 1)","(('credit', 'her'), None)","('false', 1)","(('credit', 'her', 'false'), None)","('speaking', 2)"
"('credit', 2)","('her', 1)","('false', 1)","(('her', 'false'), None)","('speaking', 2)","(('her', 'false', 'speaking'), None)","('tongue', 1)"
"('her', 1)","('false', 1)","('speaking', 2)","(('false', 'speaking'), None)","('tongue', 1)","(('false', 'speaking', 'tongue'), None)","(':', None)"
"('false', 1)","('speaking', 2)","('tongue', 1)","(('speaking', 'tongue'), None)","(':', None)","(('speaking', 'tongue', ':'), None)","('\n', 0)"
"('speaking', 2)","('tongue', 1)","(':', None)","(('tongue', ':'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('tongue', 1)","(':', None)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('on', 1)","('both', 1)","(('on', 'both'), None)","('sides', 1)","(('on', 'both', 'sides'), None)","('thus', 1)"
"('on', 1)","('both', 1)","('sides', 1)","(('both', 'sides'), None)","('thus', 1)","(('both', 'sides', 'thus'), None)","('is', 1)"
"('both', 1)","('sides', 1)","('thus', 1)","(('sides', 'thus'), None)","('is', 1)","(('sides', 'thus', 'is'), None)","('simple', 2)"
"('sides', 1)","('thus', 1)","('is', 1)","(('thus', 'is'), None)","('simple', 2)","(('thus', 'is', 'simple'), None)","('truth', 1)"
"('thus', 1)","('is', 1)","('simple', 2)","(('is', 'simple'), None)","('truth', 1)","(('is', 'simple', 'truth'), None)","(""suppress'd"", None)"
"('is', 1)","('simple', 2)","('truth', 1)","(('simple', 'truth'), None)","(""suppress'd"", None)","(('simple', 'truth', ""suppress'd""), None)","('.', 0)"
"('simple', 2)","('truth', 1)","(""suppress'd"", None)","(('truth', ""suppress'd""), None)","('.', 0)","(('truth', ""suppress'd"", '.'), None)","('\n', 0)"
"('truth', 1)","(""suppress'd"", None)","('.', 0)","((""suppress'd"", '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"(""suppress'd"", None)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('but', 1)","('wherefore', 2)","(('but', 'wherefore'), None)","('says', 1)","(('but', 'wherefore', 'says'), None)","('she', 1)"
"('but', 1)","('wherefore', 2)","('says', 1)","(('wherefore', 'says'), None)","('she', 1)","(('wherefore', 'says', 'she'), None)","('not', 1)"
"('wherefore', 2)","('says', 1)","('she', 1)","(('says', 'she'), None)","('not', 1)","(('says', 'she', 'not'), None)","('she', 1)"
"('says', 1)","('she', 1)","('not', 1)","(('she', 'not'), None)","('she', 1)","(('she', 'not', 'she'), None)","('is', 1)"
"('she', 1)","('not', 1)","('she', 1)","(('not', 'she'), None)","('is', 1)","(('not', 'she', 'is'), None)","('unjust', 2)"
"('not', 1)","('she', 1)","('is', 1)","(('she', 'is'), None)","('unjust', 2)","(('she', 'is', 'unjust'), None)","('?', None)"
"('she', 1)","('is', 1)","('unjust', 2)","(('is', 'unjust'), None)","('?', None)","(('is', 'unjust', '?'), None)","('\n', 0)"
"('is', 1)","('unjust', 2)","('?', None)","(('unjust', '?'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('unjust', 2)","('?', None)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('and', 1)","('wherefore', 2)","(('and', 'wherefore'), None)","('say', 1)","(('and', 'wherefore', 'say'), None)","('not', 1)"
"('and', 1)","('wherefore', 2)","('say', 1)","(('wherefore', 'say'), None)","('not', 1)","(('wherefore', 'say', 'not'), None)","('i', 1)"
"('wherefore', 2)","('say', 1)","('not', 1)","(('say', 'not'), None)","('i', 1)","(('say', 'not', 'i'), None)","('that', 1)"
"('say', 1)","('not', 1)","('i', 1)","(('not', 'i'), None)","('that', 1)","(('not', 'i', 'that'), None)","('i', 1)"
"('not', 1)","('i', 1)","('that', 1)","(('i', 'that'), None)","('i', 1)","(('i', 'that', 'i'), None)","('am', 1)"
"('i', 1)","('that', 1)","('i', 1)","(('that', 'i'), None)","('am', 1)","(('that', 'i', 'am'), None)","('old', 1)"
"('that', 1)","('i', 1)","('am', 1)","(('i', 'am'), None)","('old', 1)","(('i', 'am', 'old'), None)","('?', None)"
"('i', 1)","('am', 1)","('old', 1)","(('am', 'old'), None)","('?', None)","(('am', 'old', '?'), None)","('\n', 0)"
"('am', 1)","('old', 1)","('?', None)","(('old', '?'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('old', 1)","('?', None)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('o', 1)","(',', 0)","(('o', ','), None)","(""love's"", 1)","(('o', ',', ""love's""), None)","('best', 1)"
"('o', 1)","(',', 0)","(""love's"", 1)","((',', ""love's""), None)","('best', 1)","((',', ""love's"", 'best'), None)","('habit', 2)"
"(',', 0)","(""love's"", 1)","('best', 1)","((""love's"", 'best'), None)","('habit', 2)","((""love's"", 'best', 'habit'), None)","('is', 1)"
"(""love's"", 1)","('best', 1)","('habit', 2)","(('best', 'habit'), None)","('is', 1)","(('best', 'habit', 'is'), None)","('in', 1)"
"('best', 1)","('habit', 2)","('is', 1)","(('habit', 'is'), None)","('in', 1)","(('habit', 'is', 'in'), None)","('seeming', 2)"
"('habit', 2)","('is', 1)","('in', 1)","(('is', 'in'), None)","('seeming', 2)","(('is', 'in', 'seeming'), None)","('trust', 1)"
"('is', 1)","('in', 1)","('seeming', 2)","(('in', 'seeming'), None)","('trust', 1)","(('in', 'seeming', 'trust'), None)","(',', 0)"
"('in', 1)","('seeming', 2)","('trust', 1)","(('seeming', 'trust'), None)","(',', 0)","(('seeming', 'trust', ','), None)","('\n', 0)"
"('seeming', 2)","('trust', 1)","(',', 0)","(('trust', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('trust', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('and', 1)","('age', 1)","(('and', 'age'), None)","('in', 1)","(('and', 'age', 'in'), None)","('love', 1)"
"('and', 1)","('age', 1)","('in', 1)","(('age', 'in'), None)","('love', 1)","(('age', 'in', 'love'), None)","('loves', 1)"
"('age', 1)","('in', 1)","('love', 1)","(('in', 'love'), None)","('loves', 1)","(('in', 'love', 'loves'), None)","('not', 1)"
"('in', 1)","('love', 1)","('loves', 1)","(('love', 'loves'), None)","('not', 1)","(('love', 'loves', 'not'), None)","('to', 1)"
"('love', 1)","('loves', 1)","('not', 1)","(('loves', 'not'), None)","('to', 1)","(('loves', 'not', 'to'), None)","('have', 1)"
"('loves', 1)","('not', 1)","('to', 1)","(('not', 'to'), None)","('have', 1)","(('not', 'to', 'have'), None)","('years', 1)"
"('not', 1)","('to', 1)","('have', 1)","(('to', 'have'), None)","('years', 1)","(('to', 'have', 'years'), None)","('told', 1)"
"('to', 1)","('have', 1)","('years', 1)","(('have', 'years'), None)","('told', 1)","(('have', 'years', 'told'), None)","(':', None)"
"('have', 1)","('years', 1)","('told', 1)","(('years', 'told'), None)","(':', None)","(('years', 'told', ':'), None)","('\n', 0)"
"('years', 1)","('told', 1)","(':', None)","(('told', ':'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('told', 1)","(':', None)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('therefore', 2)","('i', 1)","(('therefore', 'i'), None)","('lie', 1)","(('therefore', 'i', 'lie'), None)","('with', 1)"
"('therefore', 2)","('i', 1)","('lie', 1)","(('i', 'lie'), None)","('with', 1)","(('i', 'lie', 'with'), None)","('her', 1)"
"('i', 1)","('lie', 1)","('with', 1)","(('lie', 'with'), None)","('her', 1)","(('lie', 'with', 'her'), None)","('and', 1)"
"('lie', 1)","('with', 1)","('her', 1)","(('with', 'her'), None)","('and', 1)","(('with', 'her', 'and'), None)","('she', 1)"
"('with', 1)","('her', 1)","('and', 1)","(('her', 'and'), None)","('she', 1)","(('her', 'and', 'she'), None)","('with', 1)"
"('her', 1)","('and', 1)","('she', 1)","(('and', 'she'), None)","('with', 1)","(('and', 'she', 'with'), None)","('me', 1)"
"('and', 1)","('she', 1)","('with', 1)","(('she', 'with'), None)","('me', 1)","(('she', 'with', 'me'), None)","(',', 0)"
"('she', 1)","('with', 1)","('me', 1)","(('with', 'me'), None)","(',', 0)","(('with', 'me', ','), None)","('\n', 0)"
